issue_number,issue_title,issue_body_md,issue_body_plain,issue_created_at,issue_author_id,issue_author_association,issue_label_ids,pull_number,pull_created_at,pull_merged_at,pull_comments,pull_review_comments,pull_commits,pull_additions,pull_deletions,pull_changed_files
809,support using multiple snapshotters simultaneously,"Close #652 


How to test:
```
$ dist pull --snapshotter btrfs docker.io/library/busybox:latest
$ ctr run -t --id foo --snapshotter btrfs docker.io/library/busybox:latest
```

Empty string stands for ""overlayfs"" by default (parsed on the daemon side).


Signed-off-by: Akihiro Suda <suda.akihiro@lab.ntt.co.jp>","Close #652 
How to test:
$ dist pull --snapshotter btrfs docker.io/library/busybox:latest
$ ctr run -t --id foo --snapshotter btrfs docker.io/library/busybox:latest
Empty string stands for ""overlayfs"" by default (parsed on the daemon side).
Signed-off-by: Akihiro Suda suda.akihiro@lab.ntt.co.jp",1494020066,9248427,5,,1167,1499883410,1499891672,5,0,1,741,253,22
1061,ContainerIDs and TaskIDs (not yet implemented) should follow namespace charset constraints,"#1046 added restrictions for namespaces. We should match these restrictions in container and task ids.

The naming logic in the `namespaces` package should be broken out and used across these packages.

Task IDs are not yet implemented.","1046 added restrictions for namespaces. We should match these restrictions in container and task ids.
The naming logic in the namespaces package should be broken out and used across these packages.
Task IDs are not yet implemented.",1498092360,120601,5,,1170,1499896285,1499897718,3,0,1,162,32,10
1192,Spurious warning on `dist images ls` for schema 1 images,"```
$ dist images ls
WARN[0000] encounted unknown type application/vnd.oci.image.config.v1+json; children may not be fetched 
REF                                                                      TYPE                                                 DIGEST                                                                  SIZE      
ecr.aws/arn:aws:ecr:us-west-2:137112412989:repository/amazonlinux:latest application/vnd.oci.image.manifest.v1+json           sha256:d1a0877e8ec6b1380ec1f009d81001e0e19e8fddec2328a1593c5dc290bb62bf 87.5 MiB  
```

This is on e48ef84b20464732d0c0dd24b53897f3af4e12cb.  If you want to pull this image, you can use https://github.com/samuelkarp/amazon-ecr-containerd-resolver and pull it with `sudo ./bin/ecr-pull ecr.aws/arn:aws:ecr:us-west-2:137112412989:repository/amazonlinux:latest`.

cc @dmcgowan ","$ dist images ls
WARN[0000] encounted unknown type application/vnd.oci.image.config.v1+json; children may not be fetched 
REF                                                                      TYPE                                                 DIGEST                                                                  SIZE      
ecr.aws/arn:aws:ecr:us-west-2:137112412989:repository/amazonlinux:latest application/vnd.oci.image.manifest.v1+json           sha256:d1a0877e8ec6b1380ec1f009d81001e0e19e8fddec2328a1593c5dc290bb62bf 87.5 MiB
This is on e48ef84b20464732d0c0dd24b53897f3af4e12cb.  If you want to pull this image, you can use https://github.com/samuelkarp/amazon-ecr-containerd-resolver and pull it with sudo ./bin/ecr-pull ecr.aws/arn:aws:ecr:us-west-2:137112412989:repository/amazonlinux:latest.
cc @dmcgowan ",1500149037,737750,5,,1198,1500315502,1500316171,2,0,1,3,2,1
1176,containers list gives incorrect images,"
sudo dist images ls
REF                              TYPE                                                 DIGEST                                                                  SIZE
docker.io/library/busybox:latest application/vnd.docker.distribution.manifest.v2+json sha256:be3c11fdba7cfe299214e46edc642e09514dbb9bbefcd0d3836c05a1e0cd0642 684.8 KiB

I have only one image which I've pulled via dist command

I ran the busy box using ctr run with tty.

In another terminal, it gave the following messages
sudo ctr containers ls
ctr: image ""docker.io/library/ubuntu:latest"": not found

I have cleaned up all images using dist images rm.

","sudo dist images ls
REF                              TYPE                                                 DIGEST                                                                  SIZE
docker.io/library/busybox:latest application/vnd.docker.distribution.manifest.v2+json sha256:be3c11fdba7cfe299214e46edc642e09514dbb9bbefcd0d3836c05a1e0cd0642 684.8 KiB
I have only one image which I've pulled via dist command
I ran the busy box using ctr run with tty.
In another terminal, it gave the following messages
sudo ctr containers ls
ctr: image ""docker.io/library/ubuntu:latest"": not found
I have cleaned up all images using dist images rm.",1499915706,8536762,1,,1200,1500328359,1500333283,2,0,1,2,8,1
1222,Manually kill containerd-shim when container is paused causes other docker command block forever,"**Steps to reproduce the issue:**
Run the following script:
```bash
1     #!/bin/bash
2     i=0
3     while true; do
4             ((i++))
5             containerid=`docker run -tid ubuntu`
6             docker pause $containerid
7             kill -9 `docker top $containerid | awk 'NR==2{print $3}'`     # get shim pid of this container and kill it
8             docker top $containerid
9             echo ""$i:success!""
10     done
```

**Describe the results you received:**
The script gets block within 10 seconds, it blocks at L8.
 
**Describe the results you expected:**
No block.

**Additional information you deem important (e.g. issue happens only occasionally):**
After [containerd/containerd #1111](https://github.com/containerd/containerd/pull/1111), kill shim of a paused container will first resume this container, then this container is killed. But when the the script blocks, I find the container is still paused. `handleSigkilledShim()` returns at https://github.com/containerd/containerd/blob/v0.2.x/runtime/process.go#L306, so the following `p.container.Resume()` is not reached.

That is to say, when `exit` pipe is closed since shim is killed, we can still see shim for a while. I have tried to add a sleep(10 milliseconds) before `e := unix.Kill(p.cmd.Process.Pid, 0)`, then the above script won't block for a long time.


@mlaventure @coolljt0725 Any ideas about this issue?","Steps to reproduce the issue:
Run the following script:
bash
1     #!/bin/bash
2     i=0
3     while true; do
4             ((i++))
5             containerid=`docker run -tid ubuntu`
6             docker pause $containerid
7             kill -9 `docker top $containerid | awk 'NR==2{print $3}'`     # get shim pid of this container and kill it
8             docker top $containerid
9             echo ""$i:success!""
10     done
Describe the results you received:
The script gets block within 10 seconds, it blocks at L8.
Describe the results you expected:
No block.
Additional information you deem important (e.g. issue happens only occasionally):
After containerd/containerd #1111, kill shim of a paused container will first resume this container, then this container is killed. But when the the script blocks, I find the container is still paused. handleSigkilledShim() returns at https://github.com/containerd/containerd/blob/v0.2.x/runtime/process.go#L306, so the following p.container.Resume() is not reached.
That is to say, when exit pipe is closed since shim is killed, we can still see shim for a while. I have tried to add a sleep(10 milliseconds) before e := unix.Kill(p.cmd.Process.Pid, 0), then the above script won't block for a long time.
@mlaventure @coolljt0725 Any ideas about this issue?",1500554136,20569488,6,500316785,1223,1500558544,1500944730,6,1,1,5,7,1
1235,cmd/ctr: specs not getting properly registered,"When I run the following:

```console
$ ctr run -t docker.io/library/busybox:latest testing3 sh
ctr: type *specs.Spec: not found
```

It seems that the `typeurl` registration is not getting imported. Adding the following solved the problem:

```
diff --git a/cmd/ctr/run.go b/cmd/ctr/run.go
index bb42e9a7..913da1ea 100644
--- a/cmd/ctr/run.go
+++ b/cmd/ctr/run.go
@@ -7,6 +7,7 @@ import (
        ""github.com/Sirupsen/logrus""
        ""github.com/containerd/console""
        ""github.com/containerd/containerd""
+       _ ""github.com/containerd/containerd/runtime""
        digest ""github.com/opencontainers/go-digest""
        specs ""github.com/opencontainers/runtime-spec/specs-go""
        ""github.com/pkg/errors
```

However, these should probably get registered consistently across platforms. We should also improve the error message to list the package, as well:

cc @dmcgowan @mlaventure ","When I run the following:
console
$ ctr run -t docker.io/library/busybox:latest testing3 sh
ctr: type *specs.Spec: not found
It seems that the typeurl registration is not getting imported. Adding the following solved the problem:
diff --git a/cmd/ctr/run.go b/cmd/ctr/run.go
index bb42e9a7..913da1ea 100644
--- a/cmd/ctr/run.go
+++ b/cmd/ctr/run.go
@@ -7,6 +7,7 @@ import (
        ""github.com/Sirupsen/logrus""
        ""github.com/containerd/console""
        ""github.com/containerd/containerd""
+       _ ""github.com/containerd/containerd/runtime""
        digest ""github.com/opencontainers/go-digest""
        specs ""github.com/opencontainers/runtime-spec/specs-go""
        ""github.com/pkg/errors
However, these should probably get registered consistently across platforms. We should also improve the error message to list the package, as well:
cc @dmcgowan @mlaventure ",1500683228,120601,5,,1238,1500917486,1500922150,3,2,1,11,1,2
1193,ROADMAP.md is outdated,"https://github.com/containerd/containerd/blob/4f2b443a27a43df5945ebf9c18b533e526afc614/ROADMAP.md

@crosbymichael 
Could you please update the file so that people can easily understand the current status?
IIUC the current status is Phase 4?","https://github.com/containerd/containerd/blob/4f2b443a27a43df5945ebf9c18b533e526afc614/ROADMAP.md
@crosbymichael 
Could you please update the file so that people can easily understand the current status?
IIUC the current status is Phase 4?",1500215929,9248427,5,,1239,1500918184,1500921255,3,0,1,2,77,1
1232,content: cancelled pulls do not clean up ingests,"When a pull is cancelled, the ingests are not cancelled nor do subsequent pulls gracefully handle abandoned ingests. Interrupting the cli should cancel contexts, and cancelled contexts should clean up resources. Additionally, a method is needed to timeout abandoned ingests or detect and resume their work.

```
ERRO[0008] (*Service).Write failed                       error=""rpc error: code = Unavailable desc = ref layer-sha256:43126a124ea63a2f031b5203728ffda8abc62068222c301672e2591af813acfa is currently in use: unavailable"" expected=sha256:43126a124ea63a2f031b5203728ffda8abc62068222c301672e2591af813acfa ref=""layer-sha256:43126a124ea63a2f031b5203728ffda8abc62068222c301672e2591af813acfa"" total=75627926
```","When a pull is cancelled, the ingests are not cancelled nor do subsequent pulls gracefully handle abandoned ingests. Interrupting the cli should cancel contexts, and cancelled contexts should clean up resources. Additionally, a method is needed to timeout abandoned ingests or detect and resume their work.
ERRO[0008] (*Service).Write failed                       error=""rpc error: code = Unavailable desc = ref layer-sha256:43126a124ea63a2f031b5203728ffda8abc62068222c301672e2591af813acfa is currently in use: unavailable"" expected=sha256:43126a124ea63a2f031b5203728ffda8abc62068222c301672e2591af813acfa ref=""layer-sha256:43126a124ea63a2f031b5203728ffda8abc62068222c301672e2591af813acfa"" total=75627926",1500663934,169601,5,,1241,1500923857,1500935418,2,0,1,16,11,2
1244,Clarify `With` names in clients for snapshots,"In the client we use the term ""RootFS` when referring to snapshots. This is confusing terminology, we should refer to a rootfs as either a set of mounts to create a rootfs or a directory which can be used as a rootfs. In the client we should use the term snapshots to refer to any identifier which is to be used with a snapshotter.

Naming might look like...
 - `WithSnapshot` - would take in existing snapshot
 - `WithNewSnapshot` - formerly `WithNewRootFS` (could also be called `WithNewActiveSnapshot`?)
 - `WithNewSnapshotView` - formerly `WithNewReadonlyRootFS`
 - `WithRootFS` - would take in mounts and use them directly
 - `WithRootFSPath` - would take in local directory to bind mount as rootfs","In the client we use the term ""RootFS` when referring to snapshots. This is confusing terminology, we should refer to a rootfs as either a set of mounts to create a rootfs or a directory which can be used as a rootfs. In the client we should use the term snapshots to refer to any identifier which is to be used with a snapshotter.
Naming might look like...
 - WithSnapshot - would take in existing snapshot
 - WithNewSnapshot - formerly WithNewRootFS (could also be called WithNewActiveSnapshot?)
 - WithNewSnapshotView - formerly WithNewReadonlyRootFS
 - WithRootFS - would take in mounts and use them directly
 - WithRootFSPath - would take in local directory to bind mount as rootfs",1500940678,169601,5,,1249,1501020633,1501021859,2,0,2,70,51,13
1138,"container do not exit,  in case of no shim mode.","If container is created in ""no shim"" mode, while exiting from container it hangs. i.e. container stops but control is not returned to shell.

ctr needs handling of container exit event.

steps to reproduce.
- add following to ``config.toml``
```
[plugins.linux]
no_shim = true
``` 
-  create container ``sudo ctr run --tty docker.io/library/alpine:latest test``
- Type exit on shell 
```
$ sudo ctr run --tty docker.io/library/alpine:latest test
/ # exit
```
- This will hang the prompt.
- If you see on other terminal state of task will be ``STOPPED``
```
$ sudo ctr t list
TASK     PID     STATUS    
test    4287    STOPPED

```

","If container is created in ""no shim"" mode, while exiting from container it hangs. i.e. container stops but control is not returned to shell.
ctr needs handling of container exit event.
steps to reproduce.
- add following to config.toml
[plugins.linux]
no_shim = true 
-  create container sudo ctr run --tty docker.io/library/alpine:latest test
- Type exit on shell 
$ sudo ctr run --tty docker.io/library/alpine:latest test
/ # exit
- This will hang the prompt.
- If you see on other terminal state of task will be STOPPED
```
$ sudo ctr t list
TASK     PID     STATUS  
test    4287    STOPPED
```",1499416611,2758433,1,,1263,1501276392,1501525579,3,2,1,63,27,5
1266,Sirupsen/sirupsen is causing trouble.,"containerd v1.0.0-alpha2 is using `sirupsen`, but the corresponding runc version (429a5387123625040bacfbb60d96b1cbd02293ab) is still using `Sirupsen`.

This caused trouble to us when we are using both containerd and runc libraries.

Can we update the runc version in containerd? Is there any breaking change in runc blocking us?","containerd v1.0.0-alpha2 is using sirupsen, but the corresponding runc version (429a5387123625040bacfbb60d96b1cbd02293ab) is still using Sirupsen.
This caused trouble to us when we are using both containerd and runc libraries.
Can we update the runc version in containerd? Is there any breaking change in runc blocking us?",1501525578,5821883,5,,1267,1501526086,1501526608,4,0,1,42,22,7
1054,`task.Wait` blocks when called multiple times after the task exits,"`task.Wait` blocks when called multiple times after the task exits

I would expect the following code to complete without errors:

```go
func stopAndWait() error {
	ctx := namespaces.WithNamespace(context.TODO(), myNamespace)
	container, err := client.LoadContainer(ctx, myContainerID)
	if err != nil {
		return errors.Wrap(err, ""failed to load container"")
	}

	task, err := container.Task(ctx, nil)
	if err != nil {
		return errors.Wrap(err, ""failed to load task"")
	}

	for i := 0; i < 5; i++ {
		routine := i
		go func() {

			fmt.Printf(""wait %d\n"", routine)
			exit, err := task.Wait(ctx)
			if err != nil {
				fmt.Printf(""wait %d error: %v\n"", routine, err)
				return
			}
			fmt.Printf(""wait %d exit: %d\n"", routine, exit)
		}()
	}

	time.Sleep(3 * time.Second)

	err = task.Kill(ctx, syscall.SIGKILL)
	if err != nil {
		return errors.Wrap(err, ""failed to kill"")
	}

	fmt.Println(""wait after kill 1"")
	_, err = task.Wait(ctx)
	if err != nil {
		return errors.Wrap(err, ""failed to wait"")
	}

	fmt.Println(""wait after kill 2"")
	_, err = task.Wait(ctx)
	if err != nil {
		return errors.Wrap(err, ""failed to wait again"")
	}

	status, err := task.Delete(ctx)
	if err != nil {
		return errors.Wrap(err, ""failed to delete task"")
	}
	fmt.Printf(""task deleted with status %d\n"", status)

	return nil
}
```

However, I'm seeing `task.Wait` block the second time it's called after the task exits (the line indicated by ""wait after kill 2"").","task.Wait blocks when called multiple times after the task exits
I would expect the following code to complete without errors:
```go
func stopAndWait() error {
    ctx := namespaces.WithNamespace(context.TODO(), myNamespace)
    container, err := client.LoadContainer(ctx, myContainerID)
    if err != nil {
        return errors.Wrap(err, ""failed to load container"")
    }
task, err := container.Task(ctx, nil)
if err != nil {
    return errors.Wrap(err, ""failed to load task"")
}

for i := 0; i < 5; i++ {
    routine := i
    go func() {

        fmt.Printf(""wait %d\n"", routine)
        exit, err := task.Wait(ctx)
        if err != nil {
            fmt.Printf(""wait %d error: %v\n"", routine, err)
            return
        }
        fmt.Printf(""wait %d exit: %d\n"", routine, exit)
    }()
}

time.Sleep(3 * time.Second)

err = task.Kill(ctx, syscall.SIGKILL)
if err != nil {
    return errors.Wrap(err, ""failed to kill"")
}

fmt.Println(""wait after kill 1"")
_, err = task.Wait(ctx)
if err != nil {
    return errors.Wrap(err, ""failed to wait"")
}

fmt.Println(""wait after kill 2"")
_, err = task.Wait(ctx)
if err != nil {
    return errors.Wrap(err, ""failed to wait again"")
}

status, err := task.Delete(ctx)
if err != nil {
    return errors.Wrap(err, ""failed to delete task"")
}
fmt.Printf(""task deleted with status %d\n"", status)

return nil

}
```
However, I'm seeing task.Wait block the second time it's called after the task exits (the line indicated by ""wait after kill 2"").",1498088777,737750,5,,1268,1501532062,1501696742,7,6,10,1668,743,26
578,tests: add lint and vet check for PR unit tests,"This are good to keep code consistent on clean. We did this early on with SwarmKit and it yielded a solid code base. No reason we can't go forward with it here.

Please see https://github.com/docker/containerd/pull/573#issuecomment-282939338 for some opinions.

cc @samuelkarp @kunalkushwaha ","This are good to keep code consistent on clean. We did this early on with SwarmKit and it yielded a solid code base. No reason we can't go forward with it here.
Please see https://github.com/docker/containerd/pull/573#issuecomment-282939338 for some opinions.
cc @samuelkarp @kunalkushwaha ",1488256387,120601,5,,1275,1501624169,1502112114,5,4,3,20,12,7
1274,Add forcibly delete in Task client.,"Currently, `Delete` in task grpc api only takes effect when task is in `stopped` state, and [Task client `Delete`](https://github.com/containerd/containerd/blob/master/task.go#L194) is using the grpc api directly.

However, it seems that we are not aware of this when using the client, e.g. [here](https://github.com/containerd/containerd/blob/master/cmd/ctr/run.go#L128).

It seems useful to add an option in the client to forcibly kill and delete the task, especially useful when cleanup.","Currently, Delete in task grpc api only takes effect when task is in stopped state, and Task client Delete is using the grpc api directly.
However, it seems that we are not aware of this when using the client, e.g. here.
It seems useful to add an option in the client to forcibly kill and delete the task, especially useful when cleanup.",1501614777,5821883,5,,1301,1502136732,1502203709,4,3,1,181,3,4
1317,ctr: inconsistency between `snapshot commit and `snapshot prepare`,"`ctr snapshot prepare` insists that the first argument is a properly formatted digest, however `ctr snapshot commit` accepts any string as the id, and I don't see a command which helps to calculate a suitable digest.

I've just been using `sha256:00000000000000000000000000000000000000000000000000000000deadbeef`, but that doesn't feel right!

Have a missed something?

A concrete example of what I am doing (because I wanted to test something direct with runc):
```
mkdir /run/bundle
cd /run/bundle
curl -L -o config.json https://github.com/linuxkit/linuxkit/files/1207423/bundle.txt

ctr pull docker.io/library/alpine:latest
M=$(ctr snapshot prepare --snapshot-name ijc-remap sha256:5bef08742407efd622d243692b79ba0055383bbce12900324f75e56f589aedb0 /tmp/ijc-remap)
mkdir /tmp/ijc-remap
$M

find /tmp/ijc-remap/ -user 0 -exec chown -h 1000 {} \;
find /tmp/ijc-remap/ -group 0 -exec chgrp -h 1000 {} \;

umount /tmp/ijc-remap
rmdir /tmp/ijc-remap/
ctr snapshot commit ijc-remap sha256:00000000000000000000000000000000000000000000000000000000deadbeef

M=$(ctr snapshot prepare --snapshot-name ijc-working sha256:00000000000000000000000000000000000000000000000000000000deadbeef rootfs)
mkdir rootfs
$M
```

The `ctr snapshot commit ijc-remap sha256:00000000000000000000000000000000000000000000000000000000deadbeef` is the odd bit IMHO.

Also (minor) on the subject, I've been terribly confused today because some of the `ctr snapshot foo` commands and the underlying `snapshoter.Foo` interfaces seem to take their arguments in the opposite order!","ctr snapshot prepare insists that the first argument is a properly formatted digest, however ctr snapshot commit accepts any string as the id, and I don't see a command which helps to calculate a suitable digest.
I've just been using sha256:00000000000000000000000000000000000000000000000000000000deadbeef, but that doesn't feel right!
Have a missed something?
A concrete example of what I am doing (because I wanted to test something direct with runc):
```
mkdir /run/bundle
cd /run/bundle
curl -L -o config.json https://github.com/linuxkit/linuxkit/files/1207423/bundle.txt
ctr pull docker.io/library/alpine:latest
M=$(ctr snapshot prepare --snapshot-name ijc-remap sha256:5bef08742407efd622d243692b79ba0055383bbce12900324f75e56f589aedb0 /tmp/ijc-remap)
mkdir /tmp/ijc-remap
$M
find /tmp/ijc-remap/ -user 0 -exec chown -h 1000 {} \;
find /tmp/ijc-remap/ -group 0 -exec chgrp -h 1000 {} \;
umount /tmp/ijc-remap
rmdir /tmp/ijc-remap/
ctr snapshot commit ijc-remap sha256:00000000000000000000000000000000000000000000000000000000deadbeef
M=$(ctr snapshot prepare --snapshot-name ijc-working sha256:00000000000000000000000000000000000000000000000000000000deadbeef rootfs)
mkdir rootfs
$M
```
The ctr snapshot commit ijc-remap sha256:00000000000000000000000000000000000000000000000000000000deadbeef is the odd bit IMHO.
Also (minor) on the subject, I've been terribly confused today because some of the ctr snapshot foo commands and the underlying snapshoter.Foo interfaces seem to take their arguments in the opposite order!",1502295152,12985729,1,,1321,1502315676,1502374119,9,0,1,29,96,1
1076,Client library cannot reconnect after a failure.,"Since #1007 added `grpc.FailOnNonTempDialError(true)` to the client's dial options I am finding with swarmd's containerd executor that if I glitch containerd (by restarting) it is never reconnecting and is always seeing the same error:
```
rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
```
This persists even after containerd is fine again (i.e. a new `ctr` invocation works)

I patched `ctr event` to make it easier to demonstrate see https://github.com/ijc/containerd/commit/869ec23e1fc0b8960a64f8acb7cddf5d522c44c2 which ports it to the client library and adds some retry loops with some logging. With that I run `containerd` and `ctr events`, if I then bounce the `containerd` process I get:
```
Recv failed: rpc error: code = Internal desc = transport is closing
Retrying
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
[...forever at 1s intervals...]
```

Note that ""no such file or directory"" is considered a non-temporary error (by `google.golang.org/grpc/transport.isTemporary`, which relies ultimately on `syscall.Error.Temporary()`, which considers `ENOENT` to be non-temp).

AFAICT `google.golang.org/grpc/clientconn.go.addrConn.wait` ends up latching the failure in `ac.tearDownErr` and is never reset or retried. I patched `WithTimeout` down to 10s, it does not reconnect after more than 1m even with that setting.

I'm not entirely sure what #1007 (which came about from #989) was attempting to do, in my usage it seemed like `ctr event` (patched to use the client library) fails immediately if containerd is not running irrespective of the use of `WithBlock`/`WithFailOnNonTempDialError` or `WithTimeout`. The use of `grpc.FailFast(false)` on individual calls seems to make much more difference.

For my purposes with the swarmd executor I'm was generally happy with the default behaviour with no-`WithBlock` or `WithFailOnNonTempDialError` and with `FailFast` enabled (the default) for most calls (there are small number where I want to manually retry, but mostly I can rely on the orchestrator to retry things in most cases).

/cc folks involved with #1007/#989: @dmcgowan @estesp @crosbymichael @stevvooe ","Since #1007 added grpc.FailOnNonTempDialError(true) to the client's dial options I am finding with swarmd's containerd executor that if I glitch containerd (by restarting) it is never reconnecting and is always seeing the same error:
rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
This persists even after containerd is fine again (i.e. a new ctr invocation works)
I patched ctr event to make it easier to demonstrate see https://github.com/ijc/containerd/commit/869ec23e1fc0b8960a64f8acb7cddf5d522c44c2 which ports it to the client library and adds some retry loops with some logging. With that I run containerd and ctr events, if I then bounce the containerd process I get:
Recv failed: rpc error: code = Internal desc = transport is closing
Retrying
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
Retry failed: rpc error: code = Internal desc = connection error: desc = ""transport: dial unix /run/containerd/containerd.sock: connect: no such file or directory""
[...forever at 1s intervals...]
Note that ""no such file or directory"" is considered a non-temporary error (by google.golang.org/grpc/transport.isTemporary, which relies ultimately on syscall.Error.Temporary(), which considers ENOENT to be non-temp).
AFAICT google.golang.org/grpc/clientconn.go.addrConn.wait ends up latching the failure in ac.tearDownErr and is never reset or retried. I patched WithTimeout down to 10s, it does not reconnect after more than 1m even with that setting.
I'm not entirely sure what #1007 (which came about from #989) was attempting to do, in my usage it seemed like ctr event (patched to use the client library) fails immediately if containerd is not running irrespective of the use of WithBlock/WithFailOnNonTempDialError or WithTimeout. The use of grpc.FailFast(false) on individual calls seems to make much more difference.
For my purposes with the swarmd executor I'm was generally happy with the default behaviour with no-WithBlock or WithFailOnNonTempDialError and with FailFast enabled (the default) for most calls (there are small number where I want to manually retry, but mostly I can rely on the orchestrator to retry things in most cases).
/cc folks involved with #1007/#989: @dmcgowan @estesp @crosbymichael @stevvooe ",1498229829,12985729,1,,1338,1502409236,1502476206,5,8,5,299,69,11
1330,content: package should not depend on OCI,"Somehow, the content package was intertwined with the OCI package in an awful manner:

https://github.com/containerd/containerd/blob/master/content/content.go#L86

This needs to be fixed.","Somehow, the content package was intertwined with the OCI package in an awful manner:
https://github.com/containerd/containerd/blob/master/content/content.go#L86
This needs to be fixed.",1502390962,120601,5,,1339,1502473453,1502483563,7,9,1,171,489,5
1286,document directory layout,It will be easier to make decisions about where new components write data if we have a common place where the directory layout is documented.,It will be easier to make decisions about where new components write data if we have a common place where the directory layout is documented.,1501792801,120601,5,,1344,1502484924,1502493680,2,0,1,39,0,1
1361,`make install` overrides the well-known `stress(1)`,"`make install` overrides the well-known `stress` command: http://people.seas.harvard.edu/~apw/stress


@crosbymichael 

May I open a PR to rename the containerd `stress` to `ctr-stress`? (`ctrd-stress`? `containerd-stress`?) 

Or it might be better to just remove `stress` from the `install` target of `Makefile`?
","make install overrides the well-known stress command: http://people.seas.harvard.edu/~apw/stress
@crosbymichael 
May I open a PR to rename the containerd stress to ctr-stress? (ctrd-stress? containerd-stress?) 
Or it might be better to just remove stress from the install target of Makefile?",1502774245,9248427,5,,1365,1502808900,1502809385,2,0,1,2,2,2
1368,"mount_linux: `MS_REC | MS_BIND | MS_RDONLY` does not mean ""readonly""","

`ctr run --readonly` creates `View` snapshot but it won't be mounted as ""readonly"":

```bash
host# ctr run -t --rm --readonly docker.io/library/alpine:latest foo
host# ctr snapshot ls
KEY                                                                     PARENT                                                                  KIND
foo                                                                     sha256:5bef08742407efd622d243692b79ba0055383bbce12900324f75e56f589aedb0 View
sha256:5bef08742407efd622d243692b79ba0055383bbce12900324f75e56f589aedb0                                                                         Committed
host# mount
/dev/sda1 on /run/containerd/io.containerd.runtime.v1.linux/default/foo/rootfs type ext4 (rw,relatime,data=ordered)
```


## Analysis

The shim creates `mount.Mount{Type: ""bind"", Source: ""/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs"", Options: [""ro"", ""rbind""]}` as expected.

The issue is that `mount_linux.go` translates this `Options` to `MS_REC | MS_BIND | MS_RDONLY`, which does not mean what is expected as ""readonly"": https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=9ac77b8a78452eab0612523d27fee52159f5016a

Instead, we need to do two mounts: `MS_BIND` first and then `MS_BIND | MS_REMOUNT | MS_RDONLY`.

Moby has been already doing that: https://github.com/moby/moby/blob/3a1ab5b479ce843648cf676fbaaf2bec9e040dce/pkg/mount/mounter_linux.go

I'll try to open a PR.
","ctr run --readonly creates View snapshot but it won't be mounted as ""readonly"":
bash
host# ctr run -t --rm --readonly docker.io/library/alpine:latest foo
host# ctr snapshot ls
KEY                                                                     PARENT                                                                  KIND
foo                                                                     sha256:5bef08742407efd622d243692b79ba0055383bbce12900324f75e56f589aedb0 View
sha256:5bef08742407efd622d243692b79ba0055383bbce12900324f75e56f589aedb0                                                                         Committed
host# mount
/dev/sda1 on /run/containerd/io.containerd.runtime.v1.linux/default/foo/rootfs type ext4 (rw,relatime,data=ordered)
Analysis
The shim creates mount.Mount{Type: ""bind"", Source: ""/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs"", Options: [""ro"", ""rbind""]} as expected.
The issue is that mount_linux.go translates this Options to MS_REC | MS_BIND | MS_RDONLY, which does not mean what is expected as ""readonly"": https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=9ac77b8a78452eab0612523d27fee52159f5016a
Instead, we need to do two mounts: MS_BIND first and then MS_BIND | MS_REMOUNT | MS_RDONLY.
Moby has been already doing that: https://github.com/moby/moby/blob/3a1ab5b479ce843648cf676fbaaf2bec9e040dce/pkg/mount/mounter_linux.go
I'll try to open a PR.",1502870890,9248427,5,,1373,1502941327,1504621760,10,12,1,112,14,6
